trade_id,date,symbol,direction,timeframe,setup,risk_usd,planned_rr,net_pnl,fees,result
251,2025-05-01,FARTCOIN,long,3m,trend pullback,25.48,2.4,-32.87,7.4,loss
252,2025-02-10,DOGE,long,1h,liquidity sweep,36.02,0.77,25.07,2.56,win
253,2025-04-29,ETH,short,5m,trend pullback,177.34,3.0,-182.1,4.76,loss
254,2025-05-02,BTC,short,4h,VWAP reclaim,95.12,0.86,-97.02,1.9,loss
255,2025-05-07,ETH,short,5m,trend pullback,139.8,1.21,-142.17,2.37,loss
256,2025-02-27,SOL,long,15m,trend pullback,125.47,1.91,-131.49,6.02,loss
257,2025-02-27,ETH,long,1h,trend pullback,60.11,1.0,-63.22,3.11,loss
258,2025-03-25,WLFI,long,3m,range rejection,87.52,2.36,-92.58,5.06,loss
259,2025-02-16,BTC,long,5m,breakout retest,22.29,0.97,-29.14,6.85,loss
260,2025-01-03,DOGE,short,4h,range rejection,111.53,1.54,168.59,3.41,win
261,2025-04-27,XRP,long,15m,trend pullback,119.41,2.0,-121.23,1.82,loss
262,2025-02-17,FARTCOIN,short,4h,range rejection,60.85,1.45,-65.26,4.41,loss
263,2025-05-13,ETH,short,3m,trend pullback,62.06,1.29,-66.04,3.99,loss
264,2025-02-28,SOL,long,15m,breakout retest,176.01,0.72,-177.86,1.84,loss
265,2025-04-26,FARTCOIN,short,4h,breakout retest,89.79,0.9,-91.37,1.58,loss
266,2025-02-06,DOGE,long,15m,trend pullback,154.4,0.2,29.76,1.12,win
267,2025-05-17,SOL,long,4h,breakout retest,78.02,0.2,7.97,7.63,win
268,2025-01-26,FARTCOIN,long,5m,breakout retest,128.86,2.59,-135.88,7.01,loss
269,2025-03-13,DOGE,long,1h,trend pullback,27.83,1.22,-31.63,3.81,loss
270,2025-04-30,DOGE,short,3m,VWAP reclaim,71.51,1.22,-74.61,3.1,loss
271,2025-06-06,WLFI,long,5m,breakout retest,115.04,2.76,311.14,6.29,win
272,2025-03-04,XRP,long,4h,breakout retest,82.6,0.78,60.89,3.93,win
273,2025-01-19,ADA,short,1h,liquidity sweep,56.21,0.77,-58.19,1.98,loss
274,2025-04-24,SOL,long,3m,trend pullback,42.79,1.54,62.6,3.29,win
275,2025-06-10,WLFI,long,3m,trend pullback,115.75,0.89,98.88,4.07,win
276,2025-01-19,XRP,long,15m,liquidity sweep,160.84,0.2,-166.88,6.04,loss
277,2025-01-29,DOGE,short,1h,VWAP reclaim,120.3,0.91,106.89,2.18,win
278,2025-01-23,ADA,long,15m,breakout retest,179.62,0.2,-184.81,5.19,loss
279,2025-04-18,XRP,short,15m,VWAP reclaim,29.06,2.38,62.87,6.39,win
280,2025-03-06,FARTCOIN,short,1h,breakout retest,177.29,1.22,214.53,1.71,win
281,2025-06-01,XRP,long,1h,trend pullback,89.4,0.2,9.9,7.98,win
282,2025-01-11,DOGE,short,3m,trend pullback,116.27,1.55,-122.82,6.56,loss
283,2025-03-03,ETH,long,1h,range rejection,77.71,2.24,-85.04,7.33,loss
284,2025-04-23,BTC,short,1h,range rejection,156.36,2.01,-161.02,4.66,loss
285,2025-05-26,BTC,long,15m,range rejection,48.92,2.24,-52.22,3.3,loss
286,2025-03-06,BTC,short,5m,VWAP reclaim,77.37,1.01,-80.84,3.47,loss
287,2025-03-25,XRP,long,5m,breakout retest,93.31,1.89,-96.15,2.84,loss
288,2025-03-31,FARTCOIN,short,3m,VWAP reclaim,144.95,1.22,172.55,4.5,win
289,2025-03-23,FARTCOIN,long,1h,VWAP reclaim,152.59,2.11,315.9,6.05,win
290,2025-04-08,XRP,long,15m,range rejection,52.34,1.1,-56.74,4.4,loss
291,2025-02-13,FARTCOIN,long,4h,trend pullback,71.64,1.91,131.85,5.07,win
292,2025-04-12,WLFI,long,4h,range rejection,118.96,1.18,139.26,1.65,win
293,2025-03-29,WLFI,long,3m,VWAP reclaim,105.25,1.36,135.87,7.45,win
294,2025-02-27,ETH,short,15m,liquidity sweep,90.81,1.2,104.57,4.84,win
295,2025-02-26,XRP,long,5m,breakout retest,59.26,1.31,71.86,5.54,win
296,2025-03-04,BTC,short,1h,range rejection,174.33,0.94,-178.72,4.38,loss
297,2025-02-17,ADA,short,1h,VWAP reclaim,155.66,2.08,-161.06,5.39,loss
298,2025-04-21,FARTCOIN,short,15m,trend pullback,79.24,1.27,-86.8,7.56,loss
299,2025-02-04,FARTCOIN,long,4h,trend pullback,71.47,0.88,-77.38,5.92,loss
300,2025-05-10,SOL,long,4h,breakout retest,133.34,2.06,-135.07,1.73,loss
301,2025-04-30,FARTCOIN,long,1h,range rejection,63.06,1.09,-67.28,4.22,loss
302,2025-02-13,DOGE,long,15m,range rejection,23.54,1.72,35.03,5.55,win
303,2025-04-01,SOL,long,3m,trend pullback,30.47,0.52,-35.45,4.99,loss
304,2025-02-04,XRP,short,4h,VWAP reclaim,177.79,2.16,380.2,4.16,win
305,2025-05-26,FARTCOIN,long,4h,trend pullback,147.75,0.59,83.09,3.85,win
306,2025-06-06,FARTCOIN,long,3m,trend pullback,28.48,1.75,-33.59,5.11,loss
307,2025-02-11,ETH,short,5m,breakout retest,137.21,1.97,265.47,5.21,win
308,2025-01-31,BTC,short,1h,range rejection,73.09,1.48,104.64,3.82,win
309,2025-02-05,DOGE,short,5m,range rejection,155.56,0.71,107.68,3.18,win
310,2025-01-24,WLFI,short,3m,VWAP reclaim,49.53,0.44,19.0,2.59,win
311,2025-05-15,XRP,long,4h,liquidity sweep,61.24,1.33,-62.67,1.43,loss
312,2025-02-13,FARTCOIN,long,15m,range rejection,20.28,1.97,-21.36,1.09,loss
313,2025-05-26,WLFI,long,5m,trend pullback,110.14,1.03,-117.83,7.69,loss
314,2025-05-18,XRP,long,5m,trend pullback,54.94,0.24,5.89,7.1,win
315,2025-04-23,FARTCOIN,long,5m,range rejection,133.02,2.34,-135.26,2.24,loss
316,2025-05-18,BTC,long,15m,VWAP reclaim,162.12,0.92,-163.96,1.84,loss
317,2025-02-16,ETH,short,5m,trend pullback,114.42,0.8,90.12,1.7,win
318,2025-04-27,SOL,short,1h,liquidity sweep,168.58,1.27,-172.3,3.72,loss
319,2025-03-05,ETH,short,5m,range rejection,78.51,2.12,159.55,6.72,win
320,2025-01-16,BTC,short,4h,liquidity sweep,166.66,1.6,-173.33,6.68,loss
321,2025-05-15,ETH,short,4h,breakout retest,110.08,1.37,-114.73,4.65,loss
322,2025-02-04,WLFI,short,1h,range rejection,91.66,2.1,184.69,7.61,win
323,2025-01-22,DOGE,short,1h,trend pullback,98.47,1.42,137.01,3.25,win
324,2025-05-08,DOGE,short,3m,trend pullback,178.77,1.28,-185.16,6.4,loss
325,2025-01-23,BTC,long,4h,breakout retest,69.14,1.96,-76.44,7.3,loss
326,2025-05-17,FARTCOIN,long,15m,trend pullback,24.47,1.36,-28.17,3.69,loss
327,2025-05-11,BTC,short,3m,breakout retest,103.84,0.84,83.43,3.6,win
328,2025-02-17,ETH,short,5m,range rejection,162.78,2.04,-164.29,1.51,loss
329,2025-01-12,ADA,long,15m,liquidity sweep,167.53,2.32,382.25,5.83,win
330,2025-02-15,ADA,short,1h,liquidity sweep,177.93,1.6,-181.54,3.6,loss
331,2025-06-03,SOL,long,1h,trend pullback,59.39,1.86,-66.56,7.17,loss
332,2025-03-11,WLFI,long,1h,VWAP reclaim,85.47,1.8,147.46,6.76,win
333,2025-03-06,ADA,short,1h,breakout retest,116.02,0.2,-119.79,3.77,loss
334,2025-01-30,ADA,long,5m,trend pullback,38.44,1.27,-42.86,4.42,loss
335,2025-03-07,FARTCOIN,long,15m,trend pullback,172.85,1.3,-178.72,5.87,loss
336,2025-05-26,WLFI,short,5m,liquidity sweep,61.84,1.2,-65.6,3.76,loss
337,2025-02-02,XRP,long,3m,breakout retest,102.92,2.28,230.22,4.35,win
338,2025-02-17,BTC,short,1h,trend pullback,33.38,1.1,-34.85,1.47,loss
339,2025-02-06,FARTCOIN,short,4h,breakout retest,90.72,1.55,-96.36,5.64,loss
340,2025-01-12,ADA,short,15m,breakout retest,111.01,0.51,-114.4,3.39,loss
341,2025-02-21,FARTCOIN,short,15m,trend pullback,164.25,2.03,329.37,3.66,win
342,2025-02-17,ETH,long,3m,range rejection,120.35,0.79,88.77,6.05,win
343,2025-06-04,ETH,long,15m,liquidity sweep,104.57,2.58,-106.57,2.0,loss
344,2025-04-15,ETH,long,15m,VWAP reclaim,102.89,2.59,260.39,6.04,win
345,2025-01-27,BTC,long,3m,range rejection,129.49,1.6,205.86,1.02,win
346,2025-06-10,ETH,long,1h,trend pullback,25.63,1.88,-26.77,1.14,loss
347,2025-06-07,DOGE,short,1h,trend pullback,81.88,1.18,-84.55,2.66,loss
348,2025-04-27,WLFI,short,15m,breakout retest,96.66,1.16,-100.84,4.18,loss
349,2025-02-14,SOL,short,5m,VWAP reclaim,174.09,0.34,55.76,2.8,win
350,2025-03-18,BTC,short,4h,breakout retest,43.04,0.2,2.63,5.97,win
351,2025-06-10,DOGE,long,1h,range rejection,76.47,0.61,-80.42,3.95,loss
352,2025-04-10,XRP,short,5m,trend pullback,94.16,2.37,217.36,5.66,win
353,2025-02-25,ADA,long,4h,VWAP reclaim,134.01,1.13,-141.65,7.64,loss
354,2025-04-06,XRP,short,3m,trend pullback,123.04,2.22,270.75,1.99,win
355,2025-06-09,XRP,short,5m,range rejection,85.94,1.4,116.94,3.36,win
356,2025-04-24,DOGE,long,5m,VWAP reclaim,23.81,1.4,28.42,4.97,win
357,2025-05-28,SOL,short,1h,breakout retest,145.1,1.2,170.13,3.88,win
358,2025-03-22,SOL,short,3m,liquidity sweep,117.66,1.68,-122.37,4.71,loss
359,2025-01-06,ETH,long,3m,VWAP reclaim,21.39,1.4,-22.76,1.37,loss
360,2025-02-08,FARTCOIN,long,4h,VWAP reclaim,173.27,1.27,218.5,1.46,win
361,2025-03-28,XRP,short,4h,breakout retest,132.58,1.89,248.83,1.71,win
362,2025-04-17,SOL,long,4h,trend pullback,38.95,1.42,-42.82,3.87,loss
363,2025-03-05,XRP,short,1h,liquidity sweep,176.18,0.96,-178.21,2.03,loss
364,2025-04-08,BTC,long,4h,VWAP reclaim,95.65,0.96,85.26,6.37,win
365,2025-04-25,XRP,long,4h,VWAP reclaim,163.04,1.86,-170.66,7.63,loss
366,2025-04-05,FARTCOIN,long,1h,breakout retest,31.02,0.2,3.1,3.1,win
367,2025-03-24,ETH,long,15m,trend pullback,66.78,0.3,-73.28,6.51,loss
368,2025-06-09,XRP,long,15m,breakout retest,162.57,2.16,348.71,2.18,win
369,2025-05-06,WLFI,long,15m,VWAP reclaim,70.97,1.97,134.48,5.55,win
370,2025-03-28,XRP,short,1h,liquidity sweep,26.47,1.0,-32.79,6.32,loss
371,2025-02-03,FARTCOIN,long,4h,liquidity sweep,159.53,2.01,-160.6,1.07,loss
372,2025-02-21,WLFI,short,15m,range rejection,164.73,1.39,228.23,1.25,win
373,2025-05-12,FARTCOIN,short,15m,breakout retest,156.58,1.06,-160.43,3.85,loss
374,2025-05-22,FARTCOIN,short,1h,liquidity sweep,50.86,1.54,76.83,1.58,win
375,2025-01-06,FARTCOIN,long,3m,breakout retest,149.72,0.97,-151.47,1.75,loss
376,2025-02-09,FARTCOIN,long,3m,liquidity sweep,111.51,1.03,112.74,1.61,win
377,2025-06-08,BTC,short,1h,VWAP reclaim,31.26,0.8,-39.02,7.76,loss
378,2025-01-15,ETH,long,3m,breakout retest,132.66,1.63,209.72,6.22,win
379,2025-01-01,ETH,long,3m,range rejection,89.28,1.45,-91.75,2.47,loss
380,2025-05-02,FARTCOIN,long,5m,range rejection,150.81,1.16,-155.28,4.47,loss
381,2025-04-24,WLFI,long,5m,VWAP reclaim,49.59,1.46,70.18,2.23,win
382,2025-02-01,SOL,long,15m,breakout retest,132.46,0.85,110.3,2.31,win
383,2025-06-01,SOL,short,5m,range rejection,67.48,1.06,66.33,5.48,win
384,2025-03-03,WLFI,short,15m,VWAP reclaim,104.89,1.33,-112.67,7.78,loss
385,2025-01-16,SOL,long,4h,range rejection,30.05,2.3,63.02,6.13,win
386,2025-01-04,ETH,short,15m,trend pullback,176.35,0.97,-179.58,3.23,loss
387,2025-03-23,ETH,short,1h,VWAP reclaim,92.13,1.29,-96.49,4.36,loss
388,2025-05-20,XRP,short,3m,VWAP reclaim,179.86,1.71,302.0,5.11,win
389,2025-04-29,DOGE,short,1h,range rejection,71.9,1.67,-79.52,7.62,loss
390,2025-02-09,XRP,short,3m,breakout retest,42.73,1.11,-46.67,3.94,loss
391,2025-02-08,FARTCOIN,short,5m,breakout retest,83.91,0.79,60.07,6.54,win
392,2025-01-25,SOL,long,5m,liquidity sweep,22.62,1.62,33.65,2.9,win
393,2025-02-10,XRP,short,5m,breakout retest,68.56,2.34,-73.41,4.85,loss
394,2025-04-21,XRP,short,3m,VWAP reclaim,89.62,1.75,-94.03,4.41,loss
395,2025-03-24,ETH,long,4h,range rejection,132.96,0.2,-134.95,1.99,loss
396,2025-05-06,ADA,short,15m,trend pullback,22.07,1.9,39.85,2.11,win
397,2025-06-03,DOGE,long,5m,VWAP reclaim,40.71,1.95,73.36,6.07,win
398,2025-01-05,XRP,long,15m,breakout retest,91.53,0.77,68.04,2.47,win
399,2025-03-13,FARTCOIN,short,5m,breakout retest,108.8,2.33,-112.12,3.32,loss
400,2025-06-01,FARTCOIN,long,4h,range rejection,117.5,1.12,-120.25,2.74,loss
401,2025-05-11,BTC,short,15m,liquidity sweep,160.92,2.02,322.86,2.04,win
402,2025-06-04,XRP,short,3m,range rejection,164.07,2.05,-170.16,6.09,loss
403,2025-03-12,DOGE,long,1h,breakout retest,133.91,1.61,209.57,6.44,win
404,2025-03-25,ADA,long,15m,VWAP reclaim,76.99,2.53,-81.92,4.93,loss
405,2025-06-04,XRP,short,5m,trend pullback,161.31,1.72,270.1,6.68,win
406,2025-01-16,ETH,short,15m,breakout retest,137.68,1.63,218.25,6.59,win
407,2025-01-03,DOGE,short,3m,range rejection,67.71,0.56,34.89,3.07,win
408,2025-04-30,ETH,short,1h,trend pullback,144.13,0.73,-148.25,4.13,loss
409,2025-03-22,SOL,short,4h,range rejection,37.24,3.19,115.78,2.93,win
410,2025-05-31,WLFI,long,15m,trend pullback,40.57,0.2,-42.43,1.87,loss
411,2025-02-06,XRP,short,1h,VWAP reclaim,70.44,1.44,-75.29,4.85,loss
412,2025-03-25,DOGE,long,15m,trend pullback,118.09,1.09,-123.6,5.51,loss
413,2025-02-03,BTC,long,3m,trend pullback,99.47,1.9,-101.45,1.98,loss
414,2025-01-24,SOL,long,1h,VWAP reclaim,140.75,1.81,-144.11,3.37,loss
415,2025-04-13,ETH,short,1h,breakout retest,107.22,0.96,-112.71,5.49,loss
416,2025-04-25,ETH,long,5m,breakout retest,45.45,1.46,-52.53,7.08,loss
417,2025-01-14,BTC,long,3m,breakout retest,122.86,0.2,-127.22,4.35,loss
418,2025-02-05,ADA,long,1h,liquidity sweep,100.09,2.62,256.37,6.29,win
419,2025-01-07,WLFI,short,3m,breakout retest,127.14,1.16,-131.99,4.85,loss
420,2025-02-28,BTC,long,4h,VWAP reclaim,113.24,2.28,252.45,5.91,win
421,2025-02-24,SOL,short,4h,VWAP reclaim,44.36,0.7,25.77,5.39,win
422,2025-05-11,WLFI,short,15m,VWAP reclaim,82.15,1.9,-88.43,6.28,loss
423,2025-03-08,ADA,short,1h,trend pullback,82.82,1.23,-86.98,4.16,loss
424,2025-02-17,DOGE,long,5m,breakout retest,38.03,1.76,65.06,1.75,win
425,2025-06-01,WLFI,long,5m,trend pullback,150.86,0.92,137.1,1.38,win
426,2025-05-11,WLFI,long,15m,breakout retest,23.81,1.01,17.24,6.81,win
427,2025-03-25,XRP,short,1h,range rejection,93.26,1.67,149.05,6.28,win
428,2025-01-20,WLFI,long,4h,liquidity sweep,118.62,0.36,-125.59,6.97,loss
429,2025-01-01,BTC,short,5m,liquidity sweep,68.55,2.86,191.32,4.98,win
430,2025-02-25,BTC,short,15m,liquidity sweep,123.32,1.22,-129.52,6.19,loss
431,2025-01-06,WLFI,short,5m,VWAP reclaim,67.6,1.47,97.36,1.84,win
432,2025-01-31,XRP,long,3m,range rejection,167.11,2.58,-172.88,5.77,loss
433,2025-01-29,SOL,long,4h,trend pullback,33.78,2.52,77.88,7.09,win
434,2025-01-06,WLFI,short,5m,breakout retest,132.46,1.78,229.11,6.12,win
435,2025-04-07,ETH,short,1h,breakout retest,24.78,1.29,25.17,6.81,win
436,2025-01-17,BTC,long,1h,breakout retest,173.51,0.72,-179.48,5.97,loss
437,2025-03-11,WLFI,long,3m,liquidity sweep,174.11,3.34,575.31,5.83,win
438,2025-03-01,DOGE,short,3m,trend pullback,134.49,1.96,-137.5,3.01,loss
439,2025-05-01,FARTCOIN,short,4h,trend pullback,107.13,0.2,14.11,7.31,win
440,2025-03-30,SOL,short,15m,VWAP reclaim,85.12,1.87,-88.73,3.6,loss
441,2025-05-19,SOL,short,15m,breakout retest,85.25,1.01,-86.86,1.61,loss
442,2025-04-30,FARTCOIN,short,3m,VWAP reclaim,92.12,0.2,-97.89,5.76,loss
443,2025-05-19,SOL,short,4h,breakout retest,121.23,1.36,-128.19,6.96,loss
444,2025-01-21,ADA,short,4h,liquidity sweep,151.75,0.8,-159.68,7.93,loss
445,2025-03-07,ETH,long,5m,VWAP reclaim,169.52,1.71,-171.67,2.15,loss
446,2025-03-25,XRP,long,1h,trend pullback,137.1,0.58,-141.94,4.84,loss
447,2025-05-28,DOGE,long,3m,breakout retest,76.18,1.22,86.91,6.26,win
448,2025-02-18,XRP,long,3m,range rejection,134.59,2.88,-142.38,7.78,loss
449,2025-03-20,SOL,long,4h,liquidity sweep,58.69,1.37,73.64,6.78,win
450,2025-01-05,ADA,long,3m,liquidity sweep,24.98,2.08,49.65,2.3,win
451,2025-01-31,WLFI,short,4h,VWAP reclaim,87.51,1.36,114.96,3.82,win
452,2025-04-06,FARTCOIN,short,1h,trend pullback,53.35,0.61,27.34,5.13,win
453,2025-01-09,BTC,short,1h,range rejection,100.0,0.2,17.21,2.79,win
454,2025-05-31,ETH,short,1h,liquidity sweep,119.24,1.85,212.73,7.8,win
455,2025-05-05,DOGE,long,3m,liquidity sweep,141.45,1.37,190.38,2.77,win
456,2025-04-27,ADA,long,1h,liquidity sweep,80.78,2.09,163.54,5.23,win
457,2025-05-22,FARTCOIN,short,1h,liquidity sweep,144.35,1.47,-146.86,2.52,loss
458,2025-06-01,BTC,long,1h,liquidity sweep,158.03,2.96,-165.58,7.55,loss
459,2025-03-12,SOL,short,3m,VWAP reclaim,131.54,0.96,118.79,7.47,win
460,2025-02-14,ETH,short,15m,trend pullback,164.36,1.65,269.86,2.14,win
461,2025-01-29,FARTCOIN,short,1h,range rejection,129.89,1.51,-131.43,1.54,loss
462,2025-04-10,ADA,long,1h,liquidity sweep,144.12,1.86,-151.46,7.34,loss
463,2025-02-27,WLFI,long,5m,range rejection,74.41,0.56,-81.33,6.92,loss
464,2025-02-12,ETH,long,4h,liquidity sweep,42.27,0.79,-49.9,7.63,loss
465,2025-04-04,XRP,short,15m,trend pullback,147.09,0.69,94.88,5.96,win
466,2025-05-02,ETH,short,3m,liquidity sweep,25.37,2.13,48.11,5.91,win
467,2025-04-02,ETH,short,5m,liquidity sweep,95.94,3.11,296.02,2.7,win
468,2025-01-23,BTC,long,4h,VWAP reclaim,111.27,0.65,-115.39,4.12,loss
469,2025-01-18,WLFI,short,3m,trend pullback,175.34,1.58,-180.41,5.07,loss
470,2025-02-21,BTC,long,3m,VWAP reclaim,43.58,1.6,63.69,5.91,win
471,2025-01-29,BTC,long,15m,breakout retest,103.93,0.43,40.24,4.71,win
472,2025-05-03,FARTCOIN,long,1h,breakout retest,148.2,2.09,305.08,4.32,win
473,2025-04-10,ETH,long,3m,breakout retest,108.49,1.53,-115.5,7.01,loss
474,2025-01-18,SOL,long,5m,breakout retest,96.43,0.42,-97.94,1.51,loss
475,2025-02-27,DOGE,short,3m,VWAP reclaim,152.48,1.22,179.14,6.27,win
476,2025-02-19,DOGE,long,4h,breakout retest,127.46,2.17,-131.2,3.74,loss
477,2025-06-07,SOL,short,5m,breakout retest,171.9,1.99,337.8,3.85,win
478,2025-01-20,WLFI,short,3m,breakout retest,89.24,1.82,160.89,1.46,win
479,2025-03-13,BTC,short,15m,VWAP reclaim,82.92,1.84,146.13,6.65,win
480,2025-05-01,FARTCOIN,short,4h,trend pullback,101.83,0.2,13.27,7.1,win
481,2025-03-28,SOL,short,4h,trend pullback,34.56,1.89,61.98,3.4,win
482,2025-03-10,ETH,short,5m,VWAP reclaim,169.47,2.96,-174.63,5.16,loss
483,2025-05-25,FARTCOIN,long,15m,trend pullback,50.6,0.39,-52.95,2.34,loss
484,2025-03-09,DOGE,short,4h,breakout retest,115.64,1.82,-117.96,2.32,loss
485,2025-04-03,WLFI,long,1h,trend pullback,134.02,1.97,-136.45,2.43,loss
486,2025-03-16,SOL,long,15m,breakout retest,122.18,1.55,182.24,6.53,win
487,2025-03-04,XRP,short,1h,trend pullback,82.66,2.29,-90.19,7.53,loss
488,2025-03-07,FARTCOIN,long,4h,range rejection,116.96,2.47,280.57,7.77,win
489,2025-02-18,BTC,long,4h,trend pullback,149.92,3.23,479.62,4.47,win
490,2025-02-20,WLFI,short,1h,trend pullback,62.51,1.9,-67.91,5.4,loss
491,2025-04-22,ETH,short,15m,liquidity sweep,81.9,0.81,64.47,2.27,win
492,2025-03-13,BTC,long,3m,range rejection,37.19,1.77,-39.09,1.89,loss
493,2025-05-26,ADA,long,15m,VWAP reclaim,29.58,0.82,16.55,7.84,win
494,2025-03-01,DOGE,long,4h,VWAP reclaim,55.27,1.78,-61.53,6.26,loss
495,2025-01-06,ADA,long,1h,breakout retest,108.59,0.61,63.22,2.54,win
496,2025-01-24,BTC,long,1h,liquidity sweep,111.4,0.38,-119.22,7.82,loss
497,2025-04-15,ETH,long,5m,breakout retest,55.36,1.57,84.59,2.16,win
498,2025-01-01,WLFI,long,4h,range rejection,58.2,0.2,6.58,5.06,win
499,2025-03-01,XRP,long,1h,breakout retest,36.06,2.44,81.9,5.99,win
500,2025-01-06,DOGE,short,1h,range rejection,106.6,1.58,161.15,7.17,win
